Core Based Statistical Area,Pollutant,Trend Statistic,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021,2022,State,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y
"Lake Charles, LA",O3,4th Max,0.086,0.079,0.074,0.084,0.078,0.085,0.078,0.076,0.071,0.077,0.076,0.074,0.072,0.066,0.067,0.069,0.064,0.063,0.068,0.065,0.061,0.063,0.065,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Lake Charles, LA",PM2.5,Weighted Annual Mean,12.4,10.3,9.3,10.3,9.3,11.3,11.5,9.6,8.9,7.9,9.0,9.0,8.0,7.4,6.9,7.3,7.6,7.8,7.9,6.8,7.5,7.0,7.6,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Lake Charles, LA",PM2.5,98th Percentile,34.0,26.0,27.0,19.0,20.0,27.0,28.0,23.0,19.0,17.0,18.0,22.0,18.0,17.0,15.0,15.0,18.0,21.0,25.0,14.0,22.0,16.0,23.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Lake Charles, LA",SO2,99th Percentile,62.0,54.0,65.0,70.0,48.0,47.0,39.0,41.0,37.0,46.0,34.0,37.0,42.0,31.0,33.0,33.0,34.0,23.0,29.0,14.0,13.0,11.0,23.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Lake City, FL",O3,4th Max,0.074,0.074,0.068,0.073,0.071,0.074,0.071,0.072,0.067,0.057,0.068,0.064,0.062,0.059,0.06,0.058,0.061,0.062,0.063,0.063,0.049,0.057,0.062,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Lakeland-Winter Haven, FL",O3,4th Max,0.078,0.084,0.072,0.076,0.072,0.075,0.077,0.075,0.072,0.066,0.066,0.07,0.071,0.064,0.063,0.063,0.063,0.072,0.066,0.067,0.062,0.06,0.061,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Lakeland-Winter Haven, FL",PM2.5,Weighted Annual Mean,12.2,11.1,10.1,9.2,10.2,9.6,9.2,9.3,8.1,7.2,7.7,7.4,7.0,6.6,6.9,6.1,6.1,7.5,7.2,7.7,8.4,8.5,7.8,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Lakeland-Winter Haven, FL",PM2.5,98th Percentile,28.0,26.0,24.0,16.0,20.0,22.0,18.0,19.0,17.0,13.0,15.0,15.0,15.0,13.0,15.0,13.0,14.0,15.0,13.0,19.0,19.0,17.0,15.0,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Lancaster, PA",O3,4th Max,0.09,0.097,0.097,0.083,0.081,0.085,0.085,0.083,0.08,0.069,0.082,0.078,0.081,0.066,0.066,0.071,0.071,0.068,0.069,0.065,0.062,0.065,0.061,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Lancaster, PA",PM10,2nd Max,55.0,69.0,107.0,53.0,54.0,63.0,58.0,51.0,48.0,41.0,44.0,42.0,41.0,44.0,37.0,39.0,44.0,28.0,38.0,51.0,59.0,62.0,29.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Lancaster, PA",PM2.5,Weighted Annual Mean,17.8,17.2,16.2,17.6,16.6,18.2,14.1,15.4,13.9,12.2,11.7,12.0,12.6,11.3,11.1,11.2,9.4,9.3,8.7,9.0,8.7,9.5,8.1,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Lancaster, PA",PM2.5,98th Percentile,47.0,42.0,40.0,52.0,36.0,45.0,35.0,40.0,35.0,29.0,34.0,30.0,29.0,34.0,30.0,34.0,26.0,25.0,24.0,29.0,28.0,25.0,22.0,PA,1065.2,1054.8,1056.1,1048.7,1028.5,1040.4,1003.4,995.7,1010.6,985.1,980.9,1006.3,994.9,1010.8,1004.4,1035.7,1040.7,1059.4,1051.8,1046.6,1216.8
"Lansing-East Lansing, MI",O3,4th Max,0.074,0.087,0.085,0.086,0.07,0.078,0.071,0.081,0.068,0.064,0.065,0.07,0.079,0.064,0.066,0.064,0.073,0.062,0.071,0.055,0.064,0.064,0.064,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Laramie, WY",O3,4th Max,0.043,0.051,0.044,0.049,0.048,0.038,0.047,0.042,0.044,0.049,0.048,0.065,0.071,0.069,0.065,0.064,0.064,0.066,0.07,0.065,0.066,0.072,0.067,WY,793.9,814.5,834.8,828.7,776.9,797.2,824.8,797.6,774.1,765.0,787.4,772.1,777.4,775.1,798.8,815.2,806.5,823.0,877.6,884.8,1027.4
"Laramie, WY",PM10,2nd Max,45.0,52.0,114.0,74.0,61.0,51.0,40.0,66.0,92.0,61.0,106.0,81.0,122.0,57.0,77.0,61.0,60.0,86.0,76.0,68.0,115.0,90.0,96.0,WY,793.9,814.5,834.8,828.7,776.9,797.2,824.8,797.6,774.1,765.0,787.4,772.1,777.4,775.1,798.8,815.2,806.5,823.0,877.6,884.8,1027.4
"Laredo, TX",O3,4th Max,0.07,0.063,0.066,0.065,0.061,0.064,0.06,0.059,0.056,0.052,0.063,0.064,0.064,0.065,0.057,0.056,0.05,0.054,0.058,0.059,0.06,0.06,0.06,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Laredo, TX",PM10,2nd Max,54.5,54.0,45.5,55.0,33.5,43.0,77.0,45.5,40.5,59.0,56.0,54.2,48.3,57.0,46.5,54.0,43.5,34.0,71.0,45.0,71.5,70.5,98.5,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Las Cruces, NM",NO2,Annual Mean,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Las Cruces, NM",NO2,98th Percentile,58.0,53.0,51.0,51.0,49.0,48.0,49.0,46.0,51.0,48.0,47.0,45.0,44.0,41.0,43.0,43.0,43.0,42.0,44.0,44.0,47.0,47.0,48.0,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Las Cruces, NM",O3,4th Max,0.077,0.073,0.077,0.075,0.072,0.072,0.074,0.071,0.071,0.065,0.065,0.069,0.073,0.071,0.068,0.07,0.068,0.073,0.076,0.073,0.072,0.079,0.077,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Las Cruces, NM",PM10,2nd Max,63.0,70.0,95.0,169.0,81.0,64.0,186.0,115.0,79.0,89.0,75.0,151.0,60.0,228.0,80.0,39.0,50.0,94.0,57.0,62.0,73.0,91.0,65.0,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Las Cruces, NM",PM2.5,Weighted Annual Mean,6.3,6.3,6.6,6.9,6.1,6.1,6.6,6.3,5.9,5.6,4.7,5.7,6.7,6.6,5.3,4.7,5.0,5.8,4.9,4.9,5.8,5.9,4.7,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Las Cruces, NM",PM2.5,98th Percentile,12.0,12.0,17.0,15.0,13.0,15.0,12.0,15.0,12.0,14.0,9.0,13.0,15.0,16.0,12.0,10.0,10.0,15.0,12.0,9.0,14.0,16.0,12.0,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Las Vegas-Henderson-Paradise, NV",CO,2nd Max,7.1,6.5,5.8,5.3,5.1,5.2,5.0,3.8,3.5,2.8,3.0,3.0,3.1,2.9,2.8,2.6,2.2,2.8,2.8,2.4,2.3,2.3,2.2,NV,763.7,776.1,778.7,794.1,764.2,782.4,748.1,718.4,728.6,716.1,726.6,747.0,753.4,769.4,767.6,791.4,813.0,822.4,814.5,830.7,975.6
"Las Vegas-Henderson-Paradise, NV",O3,4th Max,0.078,0.077,0.081,0.08,0.078,0.082,0.08,0.079,0.074,0.071,0.07,0.074,0.076,0.073,0.074,0.07,0.068,0.07,0.072,0.066,0.071,0.071,0.068,NV,763.7,776.1,778.7,794.1,764.2,782.4,748.1,718.4,728.6,716.1,726.6,747.0,753.4,769.4,767.6,791.4,813.0,822.4,814.5,830.7,975.6
"Las Vegas-Henderson-Paradise, NV",PM10,2nd Max,124.2,94.2,149.2,124.2,66.0,61.8,72.8,68.3,75.8,67.3,42.3,74.3,116.3,107.7,73.2,66.5,93.8,86.7,90.2,77.3,98.3,100.5,255.7,NV,763.7,776.1,778.7,794.1,764.2,782.4,748.1,718.4,728.6,716.1,726.6,747.0,753.4,769.4,767.6,791.4,813.0,822.4,814.5,830.7,975.6
"Las Vegas-Henderson-Paradise, NV",PM2.5,Weighted Annual Mean,4.2,4.2,4.0,3.7,3.4,3.8,3.5,4.0,4.4,3.9,3.4,3.7,5.0,5.2,4.6,4.9,6.0,5.0,4.2,3.9,5.1,4.9,4.4,NV,763.7,776.1,778.7,794.1,764.2,782.4,748.1,718.4,728.6,716.1,726.6,747.0,753.4,769.4,767.6,791.4,813.0,822.4,814.5,830.7,975.6
"Las Vegas-Henderson-Paradise, NV",PM2.5,98th Percentile,10.0,9.0,12.0,8.0,7.0,10.0,9.0,9.0,13.0,11.0,10.0,9.0,13.0,17.0,12.0,10.0,13.0,11.0,14.0,9.0,21.0,15.0,14.0,NV,763.7,776.1,778.7,794.1,764.2,782.4,748.1,718.4,728.6,716.1,726.6,747.0,753.4,769.4,767.6,791.4,813.0,822.4,814.5,830.7,975.6
"Lexington-Fayette, KY",NO2,Annual Mean,13.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,5.0,6.0,6.0,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Lexington-Fayette, KY",NO2,98th Percentile,53.0,56.0,54.0,48.0,52.0,53.0,50.0,56.0,49.0,44.0,56.0,47.0,45.0,44.0,39.0,41.0,43.0,37.0,31.0,42.0,38.0,40.0,43.0,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Lexington-Fayette, KY",O3,4th Max,0.077,0.077,0.083,0.071,0.064,0.078,0.07,0.079,0.07,0.064,0.07,0.074,0.078,0.061,0.065,0.069,0.066,0.063,0.063,0.059,0.06,0.064,0.065,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Lexington-Fayette, KY",PM2.5,Weighted Annual Mean,16.6,15.9,15.1,13.8,13.5,15.5,13.7,14.6,12.1,11.1,12.2,10.3,9.8,9.4,9.4,8.6,8.2,7.8,8.6,8.0,7.5,9.6,7.9,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Lexington-Fayette, KY",PM2.5,98th Percentile,39.0,36.0,42.0,28.0,29.0,36.0,30.0,35.0,24.0,21.0,23.0,24.0,19.0,20.0,22.0,19.0,17.0,18.0,20.0,20.0,20.0,23.0,18.0,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Lexington-Fayette, KY",SO2,99th Percentile,48.0,70.0,32.0,43.0,42.0,39.0,46.0,52.0,35.0,42.0,40.0,23.0,15.0,12.0,13.0,9.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Lima, OH",O3,4th Max,0.085,0.081,0.098,0.088,0.076,0.081,0.075,0.078,0.067,0.071,0.072,0.073,0.079,0.068,0.066,0.064,0.068,0.069,0.075,0.064,0.065,0.063,0.067,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"Lincoln, NE",O3,4th Max,0.057,0.051,0.054,0.06,0.056,0.056,0.056,0.054,0.051,0.053,0.05,0.053,0.058,0.055,0.061,0.061,0.058,0.062,0.062,0.056,0.054,0.059,0.055,NE,876.1,882.3,910.6,889.5,837.8,849.4,840.5,855.8,860.7,817.0,830.7,839.9,843.9,843.1,849.2,882.8,850.3,879.0,876.2,877.3,1009.0
"Lincoln, NE",PM2.5,Weighted Annual Mean,10.4,10.0,9.5,9.3,8.8,9.7,7.9,8.2,8.1,8.1,9.0,8.5,8.7,8.1,7.8,6.4,6.1,6.7,7.1,6.5,6.1,7.1,6.0,NE,876.1,882.3,910.6,889.5,837.8,849.4,840.5,855.8,860.7,817.0,830.7,839.9,843.9,843.1,849.2,882.8,850.3,879.0,876.2,877.3,1009.0
"Lincoln, NE",PM2.5,98th Percentile,25.0,23.0,26.0,23.0,29.0,28.0,21.0,16.0,17.0,18.0,26.0,21.0,20.0,20.0,20.0,15.0,16.0,19.0,19.0,17.0,17.0,21.0,15.0,NE,876.1,882.3,910.6,889.5,837.8,849.4,840.5,855.8,860.7,817.0,830.7,839.9,843.9,843.1,849.2,882.8,850.3,879.0,876.2,877.3,1009.0
"Little Rock-North Little Rock-Conway, AR",NO2,Annual Mean,15.0,15.0,15.0,14.0,14.0,12.0,12.0,11.0,9.0,9.0,10.0,10.0,11.0,10.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Little Rock-North Little Rock-Conway, AR",NO2,98th Percentile,62.0,62.0,62.0,54.0,54.0,54.0,50.0,46.0,40.0,40.0,51.0,47.0,55.0,47.0,45.0,45.0,41.0,39.0,42.0,38.0,36.0,38.0,40.0,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Little Rock-North Little Rock-Conway, AR",O3,4th Max,0.09,0.079,0.085,0.075,0.073,0.083,0.083,0.081,0.068,0.072,0.072,0.078,0.078,0.067,0.066,0.063,0.064,0.06,0.066,0.059,0.062,0.066,0.063,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Little Rock-North Little Rock-Conway, AR",PM10,2nd Max,48.0,51.0,56.0,48.0,51.0,48.0,37.0,41.0,36.0,30.0,36.0,41.0,36.0,61.0,45.0,47.0,44.0,36.0,51.0,36.0,35.0,32.0,34.0,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Little Rock-North Little Rock-Conway, AR",PM2.5,Weighted Annual Mean,15.5,14.7,13.2,12.9,12.2,14.7,12.2,12.8,11.6,10.8,12.3,12.0,11.3,10.4,10.2,9.7,9.4,9.2,9.3,9.5,8.2,9.3,8.9,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Little Rock-North Little Rock-Conway, AR",PM2.5,98th Percentile,34.0,32.0,32.0,26.0,28.0,39.0,26.0,30.0,26.0,23.0,22.0,25.0,23.0,21.0,22.0,20.0,19.0,18.0,21.0,19.0,18.0,21.0,20.0,AR,1055.5,1031.3,1053.7,1024.6,1001.1,1008.8,988.8,989.6,1020.1,989.8,991.7,1009.3,1021.2,1028.5,1027.1,1061.6,1062.7,1084.7,1072.9,1089.8,1257.5
"Longview, TX",NO2,Annual Mean,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Longview, TX",NO2,98th Percentile,33.0,33.0,30.0,32.0,29.0,30.0,30.0,28.0,32.0,33.0,42.0,36.0,26.0,23.0,24.0,23.0,23.0,18.0,19.0,18.0,16.0,15.0,17.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Longview, TX",O3,4th Max,0.099,0.082,0.084,0.082,0.083,0.088,0.084,0.081,0.071,0.073,0.078,0.082,0.078,0.071,0.066,0.068,0.065,0.062,0.068,0.067,0.055,0.064,0.064,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Longview, TX",SO2,99th Percentile,70.0,71.0,46.0,71.0,67.0,68.0,64.0,103.0,65.0,56.0,76.0,51.0,42.0,65.0,42.0,30.0,33.0,27.0,51.0,46.0,50.0,38.0,18.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Los Angeles-Long Beach-Anaheim, CA",CO,2nd Max,4.4,3.5,3.1,2.9,2.7,2.3,2.2,2.0,1.8,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.2,1.3,1.3,1.2,1.3,1.2,1.1,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Los Angeles-Long Beach-Anaheim, CA",NO2,Annual Mean,29.0,28.0,27.0,26.0,23.0,22.0,22.0,22.0,21.0,19.0,18.0,17.0,16.0,16.0,15.0,14.0,14.0,14.0,13.0,12.0,12.0,13.0,12.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Los Angeles-Long Beach-Anaheim, CA",NO2,98th Percentile,96.0,91.0,86.0,90.0,80.0,70.0,73.0,73.0,72.0,64.0,60.0,58.0,56.0,55.0,56.0,53.0,51.0,50.0,49.0,45.0,47.0,47.0,44.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Los Angeles-Long Beach-Anaheim, CA",O3,4th Max,0.09,0.087,0.092,0.1,0.089,0.086,0.091,0.087,0.09,0.087,0.074,0.078,0.08,0.076,0.082,0.082,0.082,0.09,0.082,0.08,0.096,0.076,0.077,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Los Angeles-Long Beach-Anaheim, CA",PM10,2nd Max,77.0,77.3,73.3,73.5,65.2,51.7,59.5,83.5,65.8,53.3,41.8,48.7,52.5,55.2,60.2,60.3,67.8,57.2,60.3,71.7,73.2,58.5,53.3,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Los Angeles-Long Beach-Anaheim, CA",PM2.5,Weighted Annual Mean,18.9,19.9,19.3,17.7,16.7,15.0,13.8,14.3,13.2,12.2,10.2,10.9,10.5,10.3,10.0,9.7,9.7,10.3,10.9,9.2,12.1,11.0,10.1,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Los Angeles-Long Beach-Anaheim, CA",PM2.5,98th Percentile,55.0,54.0,49.0,49.0,49.0,43.0,34.0,43.0,33.0,33.0,27.0,29.0,26.0,25.0,27.0,29.0,24.0,25.0,29.0,23.0,42.0,34.0,25.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Ludington, MI",O3,4th Max,0.081,0.093,0.089,0.087,0.071,0.085,0.076,0.083,0.068,0.068,0.07,0.072,0.085,0.068,0.07,0.066,0.074,0.064,0.068,0.057,0.068,0.068,0.066,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Macon, GA",O3,4th Max,0.097,0.086,0.093,0.081,0.086,0.082,0.077,0.08,0.078,0.07,0.071,0.078,0.072,0.064,0.065,0.062,0.07,0.063,0.064,0.066,0.054,0.063,0.057,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Macon, GA",PM2.5,Weighted Annual Mean,17.5,14.9,14.3,13.9,15.5,15.5,15.4,15.0,12.2,11.4,12.6,12.6,10.2,9.1,10.1,8.5,8.1,8.7,8.2,8.8,7.9,9.6,8.6,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Macon, GA",PM2.5,98th Percentile,36.0,31.0,30.0,28.0,37.0,32.0,29.0,36.0,30.0,25.0,25.0,27.0,21.0,19.0,20.0,19.0,18.0,19.0,18.0,17.0,17.0,24.0,20.0,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Madera, CA",NO2,Annual Mean,13.0,11.0,12.0,10.0,10.0,10.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Madera, CA",O3,4th Max,0.088,0.09,0.096,0.093,0.078,0.076,0.081,0.077,0.091,0.085,0.078,0.08,0.078,0.079,0.088,0.08,0.081,0.081,0.072,0.075,0.081,0.083,0.071,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Madison, WI",O3,4th Max,0.072,0.078,0.081,0.078,0.065,0.079,0.066,0.079,0.064,0.063,0.062,0.068,0.074,0.067,0.068,0.064,0.068,0.064,0.066,0.059,0.07,0.066,0.062,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Madison, WI",PM2.5,Weighted Annual Mean,12.8,13.3,12.3,11.9,11.3,12.7,12.0,13.2,12.6,11.5,10.1,10.3,9.4,9.3,9.3,8.6,7.4,7.8,8.2,8.6,8.5,9.5,8.3,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Madison, WI",PM2.5,98th Percentile,34.0,37.0,33.0,32.0,32.0,40.0,33.0,37.0,31.0,32.0,30.0,27.0,27.0,23.0,25.0,23.0,19.0,21.0,22.0,24.0,20.0,27.0,22.0,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
"Manchester-Nashua, NH",O3,4th Max,0.07,0.091,0.094,0.078,0.08,0.082,0.073,0.081,0.068,0.067,0.067,0.065,0.068,0.068,0.064,0.061,0.064,0.063,0.066,0.054,0.055,0.061,0.058,NH,784.7,781.7,776.4,758.5,783.7,785.1,768.9,785.0,780.3,767.4,774.9,821.0,812.4,823.4,867.9,900.6,914.2,931.2,941.7,937.3,1002.7
"Manitowoc, WI",O3,4th Max,0.084,0.097,0.083,0.092,0.074,0.095,0.078,0.085,0.064,0.078,0.077,0.076,0.088,0.073,0.066,0.077,0.074,0.071,0.076,0.066,0.069,0.07,0.081,WI,866.2,862.4,862.8,842.8,827.0,842.2,827.5,824.1,829.9,806.0,831.9,847.5,844.9,871.1,873.5,888.3,896.7,909.0,923.4,930.7,1075.1
